timestamp,vehicle_id,speed_kmph,engine_temp_c,fuel_level_percent
2025-10-28 01:10:58,VH2689,86,118.95158288448752,90.2423386929786
2025-10-28 01:10:58,VH3519,174,80.49781357138697,0.965117034142582
2025-10-28 01:10:58,VH4115,168,112.11890350151948,46.91218581972662
2025-10-28 01:10:58,VH2086,171,60.29912492399156,30.804304585188547
2025-10-28 01:10:58,VH4161,146,116.8224569706223,97.1816764488246
2025-10-28 01:10:58,VH6914,135,70.54440690718565,90.63739668956948
2025-10-28 01:10:58,VH5245,161,113.3296563248256,75.9266283996057
2025-10-28 01:10:58,VH9628,76,69.64813123412443,46.42990744979186
2025-10-28 01:10:58,VH9522,160,93.6935137777396,14.882609013123991
2025-10-28 01:10:58,VH6560,26,109.10842613356178,5.904414879194064
2025-10-28 01:10:58,VH2390,65,110.40622054786697,17.69217193929078
2025-10-28 01:10:58,VH5725,66,98.89219386538754,80.55708358534378
2025-10-28 01:10:58,VH3727,58,95.85126564701882,72.79421787051167
2025-10-28 01:10:58,VH6818,170,98.45037416218464,11.28706260778377
2025-10-28 01:10:58,VH5233,64,99.63464804434749,25.74227497896104
2025-10-28 01:10:58,VH9429,157,68.57818595828327,3.745144905425002
2025-10-28 01:10:58,VH2290,0,93.77758943704636,5.86850449142744
2025-10-28 01:10:58,VH7027,116,89.21755236895083,86.61848497767092
2025-10-28 01:10:58,VH9720,123,112.4516978904142,93.4373750763062
2025-10-28 01:10:58,VH6830,138,80.09429979057835,87.51486570948977
2025-10-28 01:10:58,VH8144,80,88.64007630953456,20.23758871491298
2025-10-28 01:10:58,VH1152,73,87.16046672564585,9.005061904642764
2025-10-28 01:10:58,VH2028,48,62.49801238513357,73.31161707235671
2025-10-28 01:10:58,VH3943,39,76.31261244495794,54.69678539659608
2025-10-28 01:10:58,VH1729,119,87.75145753707334,80.2904583119589
2025-10-28 01:10:58,VH4066,63,116.08398020242576,20.284679162173248
2025-10-28 01:10:58,VH3313,118,110.37608392779111,11.211232886240518
2025-10-28 01:10:58,VH1510,32,63.237075079475744,53.31004989893708
2025-10-28 01:10:58,VH4664,151,79.21827350144488,25.218457796811823
2025-10-28 01:10:58,VH4872,168,116.91202064698152,78.53926279935366
2025-10-28 01:10:58,VH7941,99,72.56570145164304,62.08737205658559
2025-10-28 01:10:58,VH4344,39,103.25065827261436,83.99767963106726
2025-10-28 01:10:58,VH7951,143,80.20782354457066,62.82434688552287
2025-10-28 01:10:58,VH6797,169,104.33837141574593,52.98679038789096
2025-10-28 01:10:58,VH3426,114,74.5827365272746,90.2171165892466
2025-10-28 01:10:58,VH2298,73,88.69463598043455,62.70822366175663
2025-10-28 01:10:58,VH8495,43,109.69161234868768,84.2571216802584
2025-10-28 01:10:58,VH3211,79,101.13702480256164,26.149141976729496
2025-10-28 01:10:58,VH5720,67,111.13619178390356,9.858931578154252
2025-10-28 01:10:58,VH5891,23,82.34075017672224,63.42331106015549
2025-10-28 01:10:58,VH8259,95,72.88998247469125,17.379520461488042
2025-10-28 01:10:58,VH5984,96,62.34196908114468,73.03812775425243
2025-10-28 01:10:58,VH5291,42,116.99361402807465,79.72933344034104
2025-10-28 01:10:58,VH2239,80,106.68961524155806,76.2440085861191
2025-10-28 01:10:58,VH8057,56,84.37362631913231,74.7203915984804
2025-10-28 01:10:58,VH5819,15,107.10290547583224,35.97994761686304
2025-10-28 01:10:58,VH9613,99,62.962562382427606,75.71105036358693
2025-10-28 01:10:58,VH4873,1,62.90537170809759,26.86139949863505
2025-10-28 01:10:58,VH1618,157,72.73007837382835,54.83722707546587
2025-10-28 01:10:58,VH2793,71,119.97533720883132,16.25592174491508
2025-10-28 01:10:58,VH2667,118,92.46494956252484,96.2818722627173
2025-10-28 01:10:58,VH5514,9,119.91135192029776,27.69005997980968
2025-10-28 01:10:58,VH5315,15,72.8323243381837,13.104951056101765
2025-10-28 01:10:58,VH9288,128,93.3988644922774,92.80494242391856
2025-10-28 01:10:58,VH2095,139,71.97556079444209,2.979681594935013
2025-10-28 01:10:58,VH6117,73,105.51266828252766,19.33612426850614
2025-10-28 01:10:58,VH5472,123,76.15096969951466,25.48305168726701
2025-10-28 01:10:58,VH6213,57,65.84144475816164,81.84097146901304
2025-10-28 01:10:58,VH2495,42,73.03242424647485,78.61589518822088
2025-10-28 01:10:58,VH8176,95,79.64112512581637,31.210829359028214
2025-10-28 01:10:58,VH4863,13,97.95018554133298,87.75211976583397
2025-10-28 01:10:58,VH8458,59,76.45689098492583,14.054009833857018
2025-10-28 01:10:58,VH3052,83,98.65332955837948,88.6722974230723
2025-10-28 01:10:58,VH5092,151,68.82355664839953,7.152261499673984
2025-10-28 01:10:58,VH2186,171,67.83354313019028,33.91830960629545
2025-10-28 01:10:58,VH6582,95,73.42467860501648,66.09659606541278
2025-10-28 01:10:58,VH5321,20,112.84552240405712,35.43031205960057
2025-10-28 01:10:58,VH7323,146,115.7085523450295,55.0962464022482
2025-10-28 01:10:58,VH5634,16,63.67679672839158,88.55280288589044
2025-10-28 01:10:58,VH2369,15,97.19927827307578,45.25595796894464
2025-10-28 01:10:58,VH3476,20,105.96913789489102,37.46084937973843
2025-10-28 01:10:58,VH8786,72,96.3290122371406,13.069157229308336
2025-10-28 01:10:58,VH9535,108,119.48975070926504,80.21141831800708
2025-10-28 01:10:58,VH7577,113,105.98099589050776,68.55803614070666
2025-10-28 01:10:58,VH9130,56,72.98501839927349,33.227479662771
2025-10-28 01:10:58,VH7127,124,105.21606466272723,56.82481290318605
2025-10-28 01:10:58,VH1083,144,71.8044736700202,85.33261204827666
2025-10-28 01:10:58,VH2356,95,94.17242369570384,62.577758763466505
2025-10-28 01:10:58,VH3758,42,109.04007669395344,50.05039527910743
2025-10-28 01:10:58,VH2725,11,106.9753641628968,28.170860954507816
2025-10-28 01:10:58,VH9619,180,71.70596236551695,79.88037500399405
2025-10-28 01:10:58,VH6726,127,72.34015268468337,47.45153063257246
2025-10-28 01:10:58,VH6946,65,106.58049050830267,66.74164525649736
2025-10-28 01:10:58,VH1793,82,69.19317589117908,5.86345746863397
2025-10-28 01:10:58,VH4224,11,70.97485007416373,60.72783309099405
2025-10-28 01:10:58,VH5157,34,72.08980172833058,71.3515808366687
2025-10-28 01:10:58,VH8410,106,88.33862695538478,44.88357787511098
2025-10-28 01:10:58,VH3614,178,111.40657515104792,55.82541426720197
