timestamp,vehicle_id,speed,engine_temp,fuel_level,gps_lat,gps_long
2025-10-28 01:57:25,3805,22.34,71.64,53.07,22.273053,88.052548
2025-10-28 01:57:25,9777,22.16,115.47,19.44,10.768173,77.426391
2025-10-28 01:57:25,8634,62.2,105.48,48.29,19.964273,96.180487
2025-10-28 01:57:25,6151,26.86,88.02,49.67,30.648554,71.755908
2025-10-28 01:57:25,1605,115.67,116.02,19.48,11.640431,94.536581
2025-10-28 01:57:25,4473,111.68,96.96,73.07,9.186849,74.622878
2025-10-28 01:57:25,6178,98.41,85.71,88.26,10.334867,75.805445
2025-10-28 01:57:25,2814,65.35,76.92,90.27,32.435419,84.524297
2025-10-28 01:57:25,6775,112.28,98.36,37.44,30.680356,84.076643
2025-10-28 01:57:25,2863,33.75,88.77,97.71,33.161386,86.558538
2025-10-28 01:57:25,6781,81.79,85.66,24.11,20.943896,72.611498
2025-10-28 01:57:25,6557,41.67,101.16,22.76,32.660584,74.144943
2025-10-28 01:57:25,3191,102.06,104.12,83.45,37.591637,91.736374
2025-10-28 01:57:25,4230,79.29,101.17,92.86,23.838453,94.088928
2025-10-28 01:57:25,5660,93.52,91.8,34.05,10.745019,70.865458
2025-10-28 01:57:25,2768,110.61,70.01,93.45,28.62719,92.057708
2025-10-28 01:57:25,6717,82.21,86.58,73.08,23.802079,90.416096
2025-10-28 01:57:25,1756,71.37,108.29,75.58,19.657171,76.298068
2025-10-28 01:57:25,6835,52.07,117.45,25.49,12.546866,74.457975
2025-10-28 01:57:26,3328,69.0,89.88,81.91,11.304043,95.325197
2025-10-28 01:57:26,5446,116.81,88.79,47.68,29.819233,78.029799
2025-10-28 01:57:26,4218,46.77,119.89,19.95,31.243299,78.93178
2025-10-28 01:57:26,6963,118.45,66.92,82.85,30.13703,71.787375
2025-10-28 01:57:26,8353,51.72,61.57,89.44,29.963728,88.461053
2025-10-28 01:57:26,8974,49.07,110.97,32.83,16.286475,84.839878
2025-10-28 01:57:26,5580,44.2,81.92,83.18,32.151142,87.683429
2025-10-28 01:57:26,8469,40.06,85.06,85.18,20.738188,94.654023
2025-10-28 01:57:26,1512,101.36,70.94,90.88,33.543462,71.692293
2025-10-28 01:57:26,1082,21.05,83.49,13.87,9.452489,85.603936
2025-10-28 01:57:26,1578,49.18,104.06,29.91,32.500266,88.421184
2025-10-28 01:57:26,7415,78.49,60.77,96.23,9.312647,71.639218
2025-10-28 01:57:26,9593,64.49,72.9,29.95,9.644206,81.858871
2025-10-28 01:57:26,8927,55.26,87.74,36.35,37.049472,82.801519
2025-10-28 01:57:26,6327,32.15,97.58,76.33,26.28061,92.521009
2025-10-28 01:57:26,9744,107.31,95.79,13.13,20.267105,93.857594
2025-10-28 01:57:26,3110,42.04,105.48,79.14,20.056314,73.213713
2025-10-28 01:57:26,5665,61.38,119.97,77.92,17.650373,78.039002
2025-10-28 01:57:26,8177,36.73,92.68,79.31,25.302414,84.913841
2025-10-28 01:57:26,4374,93.89,78.45,83.71,13.679759,96.019157
2025-10-28 01:57:27,6304,24.03,98.06,78.0,12.017419,89.472178
2025-10-28 01:57:27,9225,105.24,81.25,10.18,27.483543,84.248233
2025-10-28 01:57:27,6220,101.5,118.13,99.96,16.676716,85.543321
2025-10-28 01:57:27,4374,67.24,96.46,46.33,26.165046,88.108067
2025-10-28 01:57:27,5330,73.1,106.43,80.06,28.034242,73.412926
2025-10-28 01:57:27,6978,75.45,86.96,81.07,29.291814,86.106811
2025-10-28 01:57:27,6173,55.6,115.18,25.56,22.300752,96.061558
2025-10-28 01:57:27,7336,41.72,73.92,17.24,26.84836,92.552537
2025-10-28 01:57:27,8663,116.07,72.79,49.43,28.81487,75.933252
2025-10-28 01:57:27,7347,86.79,82.14,25.59,19.289273,96.148677
2025-10-28 01:57:27,4430,49.61,104.84,45.07,9.250586,70.72907
2025-10-28 01:57:27,6908,20.42,115.36,92.74,10.649289,71.405015
2025-10-28 01:57:27,6237,35.96,64.3,28.95,13.19757,79.868164
2025-10-28 01:57:27,4785,45.37,104.73,27.0,13.109458,88.957186
2025-10-28 01:57:27,3738,113.07,84.79,21.67,22.297034,81.533608
2025-10-28 01:57:27,6695,53.17,112.15,40.06,34.409954,77.637565
2025-10-28 01:57:27,6694,31.04,70.91,90.42,21.490556,84.021786
2025-10-28 01:57:27,9221,68.42,80.81,22.66,33.551243,93.873907
2025-10-28 01:57:27,8828,39.12,96.7,53.12,15.05571,72.511143
2025-10-28 01:57:27,1243,80.76,88.56,45.65,8.618383,89.507639
2025-10-28 01:57:28,2634,107.31,105.43,71.27,16.88408,80.456699
2025-10-28 01:57:28,5093,58.04,73.6,16.82,22.183805,70.352777
2025-10-28 01:57:28,4844,44.67,119.14,30.35,21.429649,91.595955
2025-10-28 01:57:28,9095,28.11,110.08,20.15,17.929131,72.173837
2025-10-28 01:57:28,7714,38.4,102.56,69.64,9.402446,91.045064
2025-10-28 01:57:28,4633,80.68,88.05,39.73,15.920376,82.290352
2025-10-28 01:57:28,3361,89.19,81.72,47.92,18.407678,79.510236
2025-10-28 01:57:28,6856,109.59,61.47,19.97,12.666199,89.708146
2025-10-28 01:57:28,5518,78.87,86.92,10.62,25.440141,84.116827
2025-10-28 01:57:28,1681,42.93,80.6,21.53,27.789528,94.355571
